Wikipedia_movie_ID,Movie_name,Release_date,Revenue,Runtime,Languages,Countries,Genres,weightedAverageRating,totalVotes,is_blockbuster,year
899442.0,charade,1963-12-05,13474588.0,0 days 01:53:00,"French, Italian, German, English",United States of America,"Romantic comedy, Thriller, Mystery, Comedy, Crime Thriller, Black comedy, Romance Film, Suspense",7.8,88090.0,False,1963
16179528.0,cleopatra,1963-01-01,,,Tamil,India,,7.0,38574.0,False,1963
6306820.0,cleopatra,1963-01-01,,0 days 01:42:00,English,United States of America,"Biography, Costume drama, Epic, Black-and-white, Pre-Code, Drama, Romantic drama, Romance Film",7.0,38574.0,False,1963
4954774.0,cleopatra,1963-06-12,57777778.0,0 days 04:08:00,English,"United States of America, Switzerland, United Kingdom","History, Roadshow theatrical release, Epic, Period piece, War film, Drama, Costume drama, Romantic drama, Biographical film, Romance Film",7.0,38574.0,False,1963
1109777.0,contempt,1963-01-01,,0 days 01:45:00,"French, Italian, German, English","France, Italy","Art film, World cinema, Satire, Drama, Marriage Drama, Romantic drama, Romance Film",7.4,36915.0,False,1963
6446071.0,from russia with love,1963-10-11,78900000.0,0 days 01:51:00,"Romani language, Turkish, Russian, English",United Kingdom,"Thriller, Action/Adventure, Glamorized Spy Film, Action, Spy",7.3,148992.0,False,1963
867935.0,high and low,1963-01-01,,0 days 02:23:00,Japanese,Japan,"Thriller, Crime Fiction, Japanese Movies, Art film, World cinema, Drama, Crime Thriller",8.4,56934.0,False,1963
210219.0,irma la douce,1963-06-05,,0 days 02:27:00,English,United States of America,"Romantic comedy, Romance Film, Sex comedy, Comedy of manners, Comedy",7.3,22081.0,False,1963
18952889.0,"it's a mad, mad, mad, mad world",1963-11-07,46332858.0,0 days 03:02:00,English,United States of America,"Crime Fiction, Ensemble Film, Adventure, Chase Movie, Comedy, Family Film, Action",7.5,47266.0,False,1963
304428.0,the birds,1963-03-28,11403529.0,0 days 01:59:00,English,United States of America,"Thriller, Natural horror films, Horror, Suspense, Doomsday film",7.6,210101.0,False,1963
950929.0,the haunting,1963-01-01,,0 days 01:52:00,English,"United States of America, United Kingdom","Drama, Horror, Psychological horror",7.4,43594.0,False,1963
4463477.0,the leopard,1963-03-28,,0 days 03:25:00,"French, Italian, German, English","France, Italy","History, Romance Film, Drama, Historical drama, War film",7.9,30193.0,False,1963
15384130.0,the leopard,1963-01-01,,,Silent film,Hungary,"Silent film, Indie, Black-and-white",7.9,30193.0,False,1963
2609169.0,the pink panther,1963-12-19,10878107.0,0 days 01:55:00,"Italian, English",United States of America,"Crime Fiction, Parody, Comedy-drama, Comedy, Family Film, Slapstick",7.0,58076.0,False,1963
4549625.0,the silence,1963-09-23,,0 days 01:35:00,Swedish,Sweden,"World cinema, Drama, Art film, Black-and-white",8.6,9.0,False,1963
31665157.0,the silence,1963-01-01,,0 days 01:16:00,"Persian, Farsi, Western","France, Iran","Music, Drama, World cinema",7.7,21720.0,False,1963
3650653.0,the sword in the stone,1963-12-25,12000000.0,0 days 01:19:00,English,United States of America,,7.1,108808.0,False,1963
2492199.0,winter light,1963-01-01,,0 days 01:20:00,Swedish,Sweden,"Drama, World cinema, Black-and-white, Art film",8.0,27727.0,False,1963
441926.0,a fistful of dollars,1964-12-10,,0 days 01:40:00,"Italian, English, Spanish","Spain, Italy, Germany","World cinema, Spaghetti Western, Remake, Action/Adventure, Western, Action",7.9,239141.0,False,1964
248601.0,a hard day's night,1964-07-06,,0 days 01:27:00,"German, English",United Kingdom,"Jukebox musical, Ensemble Film, Indie, Absurdism, Musical, Black-and-white, Star vehicle, British New Wave, Music, Comedy",7.5,49009.0,False,1964
8695.0,dr. strangelove or: how i learned to stop worrying and love the bomb,1964-01-29,9164370.0,0 days 01:30:00,"English, Russian",United Kingdom,"Drama, Comedy",8.3,530300.0,True,1964
6322029.0,goldfinger,1964-09-17,124900000.0,0 days 01:51:00,"Chinese language, English, Spanish",United Kingdom,"Action/Adventure, Thriller, Glamorized Spy Film, Action, Crime Fiction",7.7,206774.0,False,1964
1268511.0,kwaidan,1964-12-29,,0 days 02:44:00,Japanese,Japan,"Horror, Art film, World cinema, Japanese Movies, Period piece, Fantasy, Drama, Costume Horror",7.9,20900.0,False,1964
264851.0,marnie,1964-01-01,7000000.0,0 days 02:10:00,English,United States of America,"Thriller, Melodrama, Psychological thriller, Mystery, Drama, Suspense, Film adaptation, Romance Film",7.1,55252.0,False,1964
77856.0,mary poppins,1964-08-27,102272727.0,0 days 02:19:00,English,United States of America,,7.8,190023.0,False,1964
4836072.0,my fair lady,1964-10-21,72000000.0,0 days 02:52:00,English,United States of America,"Costume drama, Roadshow theatrical release, Musical, Drama, Comedy, Romance Film, Family Film",7.7,103494.0,False,1964
24570377.0,my fair lady,1964-01-01,,,,,Musical,7.7,103494.0,False,1964
2854839.0,onibaba,1964-01-01,,0 days 01:43:00,Japanese,Japan,"Crime Fiction, Horror, Art film, World cinema, Supernatural, Drama, Japanese Movies, Costume Horror",7.9,23168.0,False,1964
1833819.0,red desert,1964-01-01,,0 days 01:55:00,"France, Italian","France, Italy","Drama, Art film, World cinema",7.4,18132.0,False,1964
1748912.0,the killers,1964-05-30,,0 days 01:35:00,English,United States of America,"Thriller, Crime Fiction, Drama, Film noir, Mystery",7.7,24420.0,False,1964
4196905.0,the masque of the red death,1964-01-01,,0 days 01:28:00,English,United Kingdom,"Horror, Supernatural, Costume drama, Cult, Period piece, Drama, Film adaptation",6.9,16954.0,False,1964
145445.0,the umbrellas of cherbourg,1964-02-19,,0 days 01:31:00,French,"France, West Germany, Germany","Melodrama, World cinema, Musical, Drama, Romantic drama, Romance Film",7.8,32320.0,False,1964
45606.0,zorba the greek,1964-12-17,,0 days 02:22:00,"Greek, English","United States of America, United Kingdom, Greece","Drama, Buddy film, Adventure, Film adaptation",7.6,24544.0,False,1964
18725026.0,zulu,1964-01-22,,0 days 02:18:00,"Zulu, English",United Kingdom,"British Empire Film, History, Historical fiction, Epic, Action/Adventure, Drama, War film, Historical Epic, Action",7.7,43740.0,False,1964
143952.0,alphaville,1965-01-01,,0 days 01:39:00,French,"France, Italy","Crime Fiction, Science Fiction, Future noir, Art film, World cinema, Black-and-white, Drama, Dystopia",7.0,28521.0,False,1965
11077335.0,doctor zhivago,1965-01-01,,,,,Costume drama,7.9,83453.0,False,1965
97758.0,doctor zhivago,1965-12-22,111721910.0,0 days 03:20:00,"Russian, English","United States of America, Italy","Roadshow theatrical release, Epic, Period piece, Drama, War film, Romantic drama, Romance Film",7.9,83453.0,False,1965
442300.0,for a few dollars more,1965-12-18,,0 days 02:12:00,Italian,"Spain, Italy, Germany","Crime Fiction, Adventure, World cinema, Spaghetti Western, Action/Adventure, Western, Action",8.2,282304.0,False,1965
3869329.0,help!,1965-07-29,,0 days 01:36:00,English,United Kingdom,"Jukebox musical, Adventure, Absurdism, Screwball comedy, Musical, Satire, Adventure Comedy, Comedy",7.1,21485.0,False,1965
1424739.0,pierrot le fou,1965-01-01,,0 days 01:52:00,"French, English","France, Italy","Crime Fiction, Art film, World cinema, Road movie, Experimental film, Musical, Drama, Comedy, Romantic drama, Romance Film, Avant-garde",7.4,38079.0,False,1965
235331.0,red beard,1965-01-01,,0 days 03:05:00,Japanese,Japan,"Japanese Movies, Art film, World cinema, Black-and-white, Period piece, Drama, Medical fiction",8.3,21827.0,False,1965
1001142.0,repulsion,1965-01-01,,0 days 01:45:00,English,United Kingdom,"Thriller, Psychological thriller, Black-and-white",7.6,58809.0,False,1965
1949083.0,the cincinnati kid,1965-10-15,,0 days 01:40:00,English,United States of America,"Period piece, Drama, Film adaptation",7.2,18673.0,False,1965
5667453.0,the flight of the phoenix,1965-12-15,,0 days 02:24:00,English,United States of America,"Disaster, Film adaptation, Drama, Adventure, Airplanes and airports",7.5,22878.0,False,1965
265891.0,the great race,1965-07-01,,0 days 02:26:00,English,United States of America,"Parody, Ensemble Film, Adventure, Costume Adventure, Sports, Musical, Adventure Comedy, Comedy, Family Film, Action, Romance Film, Slapstick",7.2,20339.0,False,1965
6722354.0,the secret of my success,1965-09-29,,0 days 01:52:00,English,United Kingdom,Black comedy,6.5,37848.0,False,1965
5718787.0,the sons of katie elder,1965-07-01,,0 days 02:01:00,English,United States of America,"Action/Adventure, Western, Drama",7.1,19733.0,False,1965
4836239.0,the sound of music,1965-03-02,286214286.0,0 days 02:52:00,English,United States of America,,8.1,268583.0,False,1965
9378717.0,the spy who came in from the cold,1965-01-01,,0 days 01:52:00,English,United Kingdom,"Thriller, Film adaptation, Spy",7.5,19234.0,False,1965
6152265.0,thunderball,1965-12-09,141200000.0,0 days 02:10:00,"French, English","Thailand, United Kingdom","Thriller, Action Thrillers, Action/Adventure, Glamorized Spy Film, Action, Spy",6.9,130015.0,False,1965
1411169.0,andrei rublev,1966-01-01,,0 days 02:45:00,"Italian, Russian","Soviet Union, Russia","Christian film, Biography, Art film, World cinema, Costume drama, History, Biopic [feature], Period piece, Drama, War film, Biographical film, Historical fiction, Historical Epic, Historical drama",8.0,58120.0,False,1966
1885499.0,au hasard balthazar,1966-01-01,,0 days 01:35:00,French,"France, Sweden","Crime Fiction, Drama, Art film, World cinema",7.7,23498.0,False,1966
4727.0,batman,1966-07-30,,0 days 01:44:00,English,United States of America,"Parody, Superhero movie, Camp, Action/Adventure, Fantasy, Comedy, Action",7.5,414111.0,True,1966
448385.0,blowup,1966-12-18,20000000.0,0 days 01:50:00,English,"United States of America, Italy, United Kingdom","Thriller, Mystery, Psychological thriller, Crime Thriller",7.4,69324.0,False,1966
3586028.0,django,1966-04-06,,0 days 01:37:00,"Italian, English, Spanish","Spain, Italy","Action/Adventure, Western, Spaghetti Western, Action, World cinema",7.2,31941.0,False,1966
6482185.0,fahrenheit 451,1966-01-01,,0 days 01:50:00,English,United Kingdom,"Thriller, Science Fiction, Drama, Dystopia, Film adaptation",7.2,46094.0,False,1966
6458670.0,fahrenheit 451,1966-01-01,,,,United States of America,Dystopia,7.2,46094.0,False,1966
5308985.0,how the grinch stole christmas!,1966-12-18,,0 days 00:26:00,English,,"Short Film, Christmas movie",6.3,298980.0,False,1966
1627058.0,how to steal a million,1966-07-13,,0 days 02:07:00,English,United States of America,"Crime Fiction, Romantic comedy, Crime Comedy, Heist, Caper story, Comedy, Romance Film",7.5,30487.0,False,1966
246355.0,manos: the hands of fate,1966-11-05,,0 days 01:14:00,English,United States of America,Horror,1.7,37867.0,False,1966
667945.0,persona,1966-01-01,,0 days 01:25:00,Swedish,Sweden,"Fantasy, Drama, World cinema, Black-and-white",8.0,133861.0,False,1966
3733842.0,seconds,1966-01-01,,0 days 01:40:00,English,United States of America,"Thriller, Science Fiction, Psychological thriller, Suspense",7.6,23193.0,False,1966
9944484.0,the battle of algiers,1966-09-03,,0 days 02:01:00,"French, Arabic, Italian, English","Italy, Algeria","Crime Fiction, World cinema, Drama, War film, Political drama, Historical drama",8.1,67870.0,False,1966
31557.0,"the good, the bad and the ugly",1966-12-23,25100000.0,0 days 02:57:00,"Italian, English","Spain, Italy, West Germany","World cinema, Epic Western, Spaghetti Western, Action/Adventure, Revisionist Western, Western, War film, Action",8.8,833413.0,True,1966
1556135.0,torn curtain,1966-07-14,13000000.0,0 days 01:59:00,English,United States of America,"Thriller, Spy, Suspense, Political thriller",6.6,30088.0,False,1966
9377241.0,who's afraid of virginia woolf?,1966-06-22,40000000.0,0 days 02:11:00,"Latin, English, Spanish",United States of America,"Black comedy, Marriage Drama, Drama, Film adaptation",8.0,81479.0,False,1966
8138535.0,barefoot in the park,1967-05-25,19994515.0,0 days 01:45:00,English,United States of America,"Romantic comedy, Romance Film, Comedy",7.0,20892.0,False,1967
68245.0,bonnie and clyde,1967-08-04,50700000.0,0 days 01:52:00,English,United States of America,"Crime Fiction, Heist, Gangster Film, Crime Drama, Road movie, Action/Adventure, Drama, Outlaw, Romance Film, Action, Biographical film, New Hollywood",7.7,122894.0,False,1967
161897.0,cool hand luke,1967-11-01,16217773.0,0 days 02:07:00,English,United States of America,"Crime Fiction, Prison film, Prison, Drama, Film adaptation",8.0,192207.0,False,1967
70647.0,guess who's coming to dinner,1967-12-11,56666667.0,0 days 01:48:00,English,United States of America,"Comedy of manners, Family Drama, Comedy-drama, Drama, Romantic drama, Romance Film",7.8,50075.0,False,1967
3346585.0,in cold blood,1967-01-01,13000000.0,0 days 02:14:00,English,United States of America,"Crime Fiction, Film adaptation, Drama, New Hollywood, Courtroom Drama",7.9,30127.0,False,1967
1715414.0,in the heat of the night,1967-08-02,24379978.0,0 days 01:49:00,English,United States of America,"Crime Fiction, Thriller, Crime Drama, Mystery, Drama, Crime Thriller",7.9,85463.0,False,1967
2046252.0,le samouraï,1967-10-25,,0 days 01:40:00,French,"France, Italy","Thriller, Crime Fiction, Drama, Mystery",8.0,60719.0,False,1967
2885119.0,playtime,1967-12-16,,0 days 02:07:00,"French, German, English","France, United States of America, Italy","Drama, Comedy, World cinema, Art film",7.8,26820.0,False,1967
1449256.0,point blank,1967-08-30,3500000.0,0 days 01:32:00,English,United States of America,"Thriller, Crime Fiction, Gangster Film, Mystery, Drama, Film noir, Crime Thriller, New Hollywood",7.8,20.0,False,1967
32411644.0,point blank,1967-01-01,9230157.0,0 days 01:24:00,French,,Thriller,7.3,24287.0,False,1967
309070.0,the dirty dozen,1967-01-01,45300000.0,0 days 02:30:00,"French, German, English","United States of America, United Kingdom","Ensemble Film, Action, War film",7.7,80721.0,False,1967
1353086.0,the fearless vampire killers,1967-02-13,,0 days 01:48:00,English,"United States of America, United Kingdom","Parody, Cult, Horror, Comedy",7.0,34586.0,False,1967
29942.0,the graduate,1967-12-21,104901839.0,0 days 01:46:00,English,United States of America,"Romance Film, Drama, Comedy",8.0,293375.0,False,1967
919013.0,two for the road,1967-04-27,12000000.0,0 days 01:52:00,"French, English",United Kingdom,"Romantic comedy, Road movie, Existentialism, Comedy-drama, Marriage Drama, Drama, Comedy, Romantic drama, Romance Film",7.4,14995.0,False,1967
19755481.0,wait until dark,1967-10-26,17550741.0,0 days 01:47:00,English,United States of America,"Thriller, Horror, Psychological thriller, New Hollywood, Suspense",7.7,34628.0,False,1967
5078515.0,you only live twice,1967-06-12,,0 days 01:57:00,"Japanese, Russian, English",United Kingdom,"Action/Adventure, Thriller, Glamorized Spy Film, Action, Spy",6.8,120277.0,False,1967
23941708.0,2001: a space odyssey,1968-04-06,190000000.0,0 days 02:36:00,"English, Russian","United States of America, United Kingdom","Thriller, Science Fiction, Adventure, Roadshow theatrical release, Surrealism, Mystery, Airplanes and airports",8.3,739012.0,True,1968
1930290.0,barbarella,1968-10-10,613285.0,0 days 01:38:00,English,"France, Italy","Parody, Science Fiction, Fantasy Adventure, Adventure, World cinema, Superhero movie, Superhero, Cult, Satire, Fantasy, Comedy",5.9,38710.0,False,1968
433285.0,bullitt,1968-10-17,42300873.0,0 days 01:54:00,English,United States of America,"Crime Fiction, Thriller, Chase Movie, Action Thrillers, Mystery, Drama, Action",7.4,77587.0,False,1968
3917873.0,chitty chitty bang bang,1968-12-16,7800000.0,0 days 02:24:00,English,United Kingdom,"Musical, Family Film, Fantasy, Comedy, Family-Oriented Adventure",6.9,51780.0,False,1968
3156200.0,hang 'em high,1968-07-31,6800000.0,0 days 01:54:00,English,United States of America,"Action/Adventure, Revisionist Western, Western",7.0,44594.0,False,1968
4836572.0,oliver!,1968-09-26,77402877.0,0 days 02:33:00,English,United Kingdom,"Crime Fiction, Childhood Drama, Musical, Drama, Family Film, Musical Drama",7.4,42224.0,False,1968
284676.0,once upon a time in the west,1968-12-21,5321508.0,0 days 02:55:00,"Italian, English","United States of America, Italy","Ensemble Film, World cinema, Epic Western, Spaghetti Western, Action/Adventure, Revisionist Western, Western, Action",8.5,358781.0,True,1968
18618306.0,planet of the apes,1968-02-08,32589624.0,0 days 01:47:00,English,United States of America,"Cult, Thriller, Science Fiction, Adventure, New Hollywood",8.0,202104.0,False,1968
4184054.0,romeo and juliet,1968-01-01,,,English,United States of America,"Short Film, Romance Film, Drama",7.6,35391.0,False,1968
15115084.0,romeo and juliet,1968-01-01,,,,France,,7.6,35391.0,False,1968
8609183.0,romeo and juliet,1968-01-01,,0 days 02:45:00,English,United States of America,Drama,7.6,35391.0,False,1968
99025.0,romeo and juliet,1968-10-08,38901218.0,0 days 02:18:00,English,"Italy, United Kingdom","Tragedy, Costume drama, Roadshow theatrical release, Epic, Drama, Film adaptation, Romantic drama, Romance Film",7.6,35391.0,False,1968
10309462.0,romeo and juliet,1968-01-01,,0 days 02:18:00,English,"Italy, United Kingdom","Costume drama, Romance Film, Drama",7.6,35391.0,False,1968
9912066.0,romeo and juliet,1968-01-01,,,Spanish,Argentina,Black-and-white,7.6,35391.0,False,1968
9830229.0,rosemary's baby,1968-06-12,33395426.0,0 days 02:16:00,English,United States of America,"Horror, Drama, Psychological thriller, Mystery",8.0,244251.0,False,1968
7870353.0,the lion in winter,1968-01-01,,0 days 02:47:00,English,United States of America,"Television movie, Costume drama, Period piece, Drama, History, Romantic drama, Political drama",7.9,34876.0,False,1968
7870124.0,the lion in winter,1968-10-30,22276975.0,0 days 02:15:00,English,United Kingdom,"LGBT, Biography, Costume drama, Epic, Period piece, Drama, Film adaptation, Political drama, Historical drama",7.9,34876.0,False,1968
6492614.0,the odd couple,1968-05-02,44527234.0,0 days 01:46:00,English,United States of America,"Romance Film, Screwball comedy, Drama, Comedy, Film adaptation",7.6,38163.0,False,1968
377287.0,the party,1968-01-01,,0 days 01:39:00,English,United States of America,Comedy,7.4,44839.0,False,1968
1145761.0,where eagles dare,1968-12-04,21000000.0,0 days 02:38:00,"German, English","United States of America, United Kingdom","Adventure, Roadshow theatrical release, Action/Adventure, Drama, War film, Action",7.6,64307.0,False,1968
2422489.0,yellow submarine,1968-06-06,,0 days 01:30:00,English,"United States of America, England, United Kingdom","Adventure, Animation, Musical, Fantasy, Comedy, Family Film",7.4,28592.0,False,1968
3723140.0,army of shadows,1969-09-12,,0 days 02:20:00,"French, German, English","France, Italy","Drama, War film",8.1,26950.0,False,1969
240483.0,battle of britain,1969-09-15,,0 days 02:06:00,"French, Polish, German, English",United Kingdom,"History, Epic, Action/Adventure, Drama, War film, Action",6.9,25239.0,False,1969
21832989.0,big daddy,1969-06-11,,0 days 01:08:00,English,United States of America,"Thriller, Drama, Adventure",6.4,239482.0,False,1969
