Wikipedia ID,Movie Name,Year,Character Name,Count,Full name,Normalized_name,Mean Difference,Influenced
113460,platoon,1986,Taylor,18,Chris Taylor,TAYLOR,3857.166666666667,1
1252914,indiana jones and the kingdom of the crystal skull,2008,Henry,17,Henry Jones III,HENRY,3775.9333333333343,0
1252914,indiana jones and the kingdom of the crystal skull,2008,Henry,10,"Henry ""Mutt"" Williams",HENRY,3775.9333333333343,0
445066,robocop,1987,Alex,6,Alex Murphy,ALEX,3639.9,1
676909,the terminal,2004,Amelia,3,Amelia Warren,AMELIA,3591.133333333333,1
4560,braveheart,1995,Isabella,6,Isabella,ISABELLA,3563.166666666667,1
1145761,where eagles dare,1968,Jonathan,8,Jonathan Smith,JONATHAN,3555.8999999999996,1
133574,unforgiven,1992,Logan,7,Ned Logan,LOGAN,3517.7,1
237303,bruce almighty,2003,Grace,5,Grace Connelly,GRACE,3503.8999999999996,0
487300,fanny and alexander,1982,Emilie,5,Emilie,EMILIE,3472.8,0
3213691,there will be blood,2007,Henry,3,Henry,HENRY,3397.833333333334,0
88326,ferris bueller's day off,1986,Cameron,6,Cameron Frye,CAMERON,3354.2,1
210151,"lock, stock and two smoking barrels",1998,Harry,9,"Harry ""The Hatchet"" Lonsdale's",HARRY,3336.266666666667,1
5842075,fear and loathing in las vegas,1998,Lucy,5,Lucy,LUCY,3314.9,1
654530,legends of the fall,1994,Tristan,16,Tristan,TRISTAN,3297.966666666667,1
30000,taxi driver,1976,Travis,16,Travis Bickle,TRAVIS,3293.3999999999996,0
473273,jurassic park iii,2001,Ellie,3,Ellie Sattler,ELLIE,3286.666666666667,1
3600824,a time to kill,1996,Hailey,11,Carl Lee Hailey,HAILEY,3286.5,1
3600824,a time to kill,1996,Hailey,3,Tonya Hailey,HAILEY,3286.5,1
443972,hook,1991,Jack,5,Jack,JACK,3281.233333333333,1
30006,the silence of the lambs,1991,Jack,3,Jack Crawford,JACK,3281.233333333333,1
924771,the naked gun 2½: the smell of fear,1991,Quentin,4,Quentin Hapsburg,QUENTIN,3269.1,1
1627058,how to steal a million,1966,Nicole,7,Nicole Bonnet,NICOLE,3263.266666666667,1
407288,2 fast 2 furious,2003,Carter,4,Carter Verone,CARTER,3235.966666666667,1
431014,big fish,2003,Ashton,2,Ashton,ASHTON,3228.433333333333,0
1277918,charlie and the chocolate factory,2005,Charlie,14,Charlie Bucket,CHARLIE,3171.7,1
77744,wayne's world,1992,Noah,3,Noah Vanderhoff,NOAH,3097.233333333333,0
685977,sixteen candles,1984,Ryan,7,Jake Ryan,RYAN,3092.7999999999993,0
525314,shrek 2,2004,Lillian,2,Queen Lillian,LILLIAN,3073.6,1
68374,true lies,1994,Harry,25,Harry Tasker,HARRY,3034.3333333333335,0
99123,speed,1994,Harry,12,Harry hostage,HARRY,3034.3333333333335,0
30327,the terminator,1984,Sarah,12,Sarah Connor,SARAH,3031.5999999999985,0
11077335,doctor zhivago,1965,Tonya,2,Tonya Gromeko,TONYA,3025.466666666667,1
97758,doctor zhivago,1965,Tonya,3,Tonya Komarovskaya,TONYA,3025.466666666667,1
394792,jackie brown,1997,Louis,8,Louis shot Melanie,LOUIS,2953.133333333333,1
716738,meet joe black,1998,William,19,"William ""Bill""",WILLIAM,2943.966666666667,1
84931,witness,1985,Daniel,3,Daniel Hochleitner,DANIEL,2917.300000000003,0
30582,the sixth sense,1999,Anna,3,Anna Crowe,ANNA,2890.2000000000007,0
204019,notting hill,1999,Anna,25,Anna Scott,ANNA,2890.2000000000007,0
1428048,the last of the mohicans,1992,Cameron,2,Cameron,CAMERON,2881.833333333334,0
142049,minority report,2002,Leo,8,Leo Crow,LEO,2831.166666666667,1
228274,the last samurai,2003,Nathan,22,Nathan Algren,NATHAN,2790.666666666668,0
236691,cabaret,1972,Brian,18,Brian Roberts,BRIAN,2750.8333333333358,0
23808966,bill & ted's excellent adventure,1989,Logan,16,"Ted"" Theodore Logan",LOGAN,2695.166666666667,1
219712,final destination,2000,Carter,6,Carter Horton,CARTER,2685.533333333333,1
302970,edward scissorhands,1990,Kevin,2,Kevin,KEVIN,2683.7333333333336,0
216072,home alone,1990,Kevin,16,Kevin,KEVIN,2683.7333333333336,0
73170,aladdin,1992,Jasmine,13,Jasmine,JASMINE,2646.4333333333343,0
210151,"lock, stock and two smoking barrels",1998,Tom,7,Tom,TOM,2614.6,1
301574,the little mermaid,1989,Ariel,27,Ariel spends,ARIEL,2508.0333333333338,1
177906,labyrinth,1986,Sarah,22,Sarah,SARAH,2483.4000000000015,0
84931,witness,1985,Samuel,9,Samuel,SAMUEL,2451.666666666666,0
4608223,west side story,1961,Maria,42,Maria,MARIA,2451.0,0
6984559,the guns of navarone,1961,Maria,5,Maria,MARIA,2451.0,0
235418,lethal weapon,1987,Joshua,12,Joshua,JOSHUA,2387.9333333333343,0
186856,the omen,1976,Damien,15,Damien Thorn,DAMIEN,2352.733333333333,0
186856,the omen,1976,Katherine,3,Katherine,KATHERINE,2308.4333333333334,1
29943,the breakfast club,1985,Allison,3,Allison Reynolds,ALLISON,2270.3,0
312757,tron,1982,Kevin,15,Kevin Flynn,KEVIN,2235.9000000000015,1
99304,pearl harbor,2001,Evelyn,10,Evelyn Johnson,EVELYN,2195.466666666667,1
957359,the mummy returns,2001,Evelyn,6,Evelyn O'Connell,EVELYN,2195.466666666667,1
3156200,hang 'em high,1968,Adam,4,Adam Fenton,ADAM,2157.966666666667,0
237303,bruce almighty,2003,Nolan,25,Bruce Nolan,NOLAN,2145.733333333333,1
394792,jackie brown,1997,Max,11,Max Cherry,MAX,2115.733333333333,1
657446,liar liar,1997,Max,13,Max,MAX,2115.733333333333,1
28327,stargate,1994,Jackson,20,Daniel Jackson,JACKSON,2108.866666666667,1
179044,the jerk,1979,Marie,10,Marie knocks,MARIE,2107.666666666666,1
204019,notting hill,1999,Max,2,Max,MAX,2056.266666666667,1
204019,notting hill,1999,William,4,"William ""Will",WILLIAM,2050.333333333332,0
228355,the naked gun: from the files of police squad!,1988,Spencer,9,Jane Spencer,SPENCER,2019.2,1
489800,rush hour,1998,Carter,22,Detective James Carter,CARTER,2012.2333333333336,1
725459,the exorcist,1973,Damien,10,Damien Karras,DAMIEN,1975.5333333333335,1
724258,mission: impossible,1996,Max,8,Max,MAX,1961.1,1
84931,witness,1985,Rachel,14,Rachel Lapp,RACHEL,1939.5333333333328,0
702117,spider-man 3,2007,Harry,14,Harry Osborn,HARRY,1927.6333333333332,0
28269,saving private ryan,1998,George,2,George Marshall,GEORGE,1917.8000000000002,1
171562,american history x,1998,Seth,2,Seth Ryan,SETH,1883.1333333333332,0
724258,mission: impossible,1996,Alexander,3,Alexander Golitsyn,ALEXANDER,1881.1666666666679,0
4846576,american psycho,2000,Evelyn,2,Evelyn,EVELYN,1876.3666666666666,1
21180,natural born killers,1994,Owen,2,Owen Traft,OWEN,1841.4,1
370064,love actually,2003,Natalie,4,Natalie  ,NATALIE,1831.166666666666,0
348737,mrs. doubtfire,1993,Miranda,6,Miranda,MIRANDA,1814.666666666667,0
666923,the lost world: jurassic park,1997,Carter,3,Carter,CARTER,1782.8,1
52371,titanic,1997,Dawson,27,Jack Dawson,DAWSON,1779.3666666666668,1
52371,titanic,1997,Dawson,33,Rose Dawson Calvert,DAWSON,1779.3666666666668,1
28269,saving private ryan,1998,Charlie,3,Charlie Company,CHARLIE,1770.8333333333335,1
268833,goldeneye,1995,Valentin,2,Valentin Zukovsky,VALENTIN,1742.9666666666672,0
920613,cars,2006,Hudson,7,Doc Hudson,HUDSON,1718.0666666666666,0
146236,close encounters of the third kind,1977,Jillian,3,Jillian,JILLIAN,1700.6333333333332,1
525113,tombstone,1993,Wyatt,16,Wyatt Earp,WYATT,1685.2666666666664,1
473273,jurassic park iii,2001,Cooper,4,Cooper,COOPER,1683.4666666666665,1
9541497,in bruges,2008,Harry,53,Harry shoots Ray,HARRY,1660.8000000000002,0
52549,star wars episode iv: a new hope,1977,Luke,16,Luke Skywalker,LUKE,1653.1666666666665,1
188902,gangs of new york,2002,Jack,3,Jack Mulraney,JACK,1649.3666666666686,0
54173,pulp fiction,1994,Mia,5,Mia Wallace,MIA,1611.9333333333334,1
2173342,two mules for sister sara,1970,Sara,2,Sara,SARA,1579.7333333333336,0
8481,dressed to kill,1980,Blake,8,Liz Blake,BLAKE,1573.6333333333334,1
349941,being john malkovich,1999,Charlie,2,Charlie Sheen,CHARLIE,1556.2333333333336,1
265033,space jam,1996,Jordan,6,Michael Jordan,JORDAN,1554.5333333333328,0
19479460,x-men,2000,Xavier,2,Charles Xavier,XAVIER,1515.333333333333,0
442647,young frankenstein,1974,Elizabeth,4,Elizabeth,ELIZABETH,1514.8666666666668,1
25447258,frozen,2010,Parker,6,Parker O'Neill,PARKER,1512.166666666667,0
4560,braveheart,1995,William,30,William Wallace,WILLIAM,1505.2666666666664,1
337740,bram stoker's dracula,1992,Lucy,7,Lucy Westenra,LUCY,1492.3,0
667368,harry potter and the chamber of secrets,2002,Tom,3,Tom Marvolo Riddle,TOM,1489.833333333333,0
667368,harry potter and the chamber of secrets,2002,Tom,2,Tom Riddle's,TOM,1489.833333333333,0
702117,spider-man 3,2007,Parker,34,Peter Parker,PARKER,1483.5,0
217982,caddyshack,1980,Lacey,3,Lacey Underall,LACEY,1482.2,1
217982,caddyshack,1980,Lacey,17,Danny of Lacey,LACEY,1482.2,1
18952889,"it's a mad, mad, mad, mad world",1963,Monica,3,Monica,MONICA,1478.5,0
471370,an american werewolf in london,1981,Alex,2,Alex Price,ALEX,1475.7,1
23270459,inception,2010,Arthur,7,Arthur,ARTHUR,1467.1000000000004,0
6268880,on her majesty's secret service,1969,Tracy,10,Tracy,TRACY,1462.9666666666653,0
2750041,memento,2000,Natalie,3,Natalie,NATALIE,1453.7333333333336,0
29942,the graduate,1967,Benjamin,49,Elaine confronts Benjamin,BENJAMIN,1449.5333333333333,1
1353086,the fearless vampire killers,1967,Sarah,9,Sarah,SARAH,1443.6333333333332,1
1485962,the mask,1994,Charlie,3,Charlie Schumaker,CHARLIE,1427.5666666666666,0
447299,from dusk till dawn,1996,Seth,13,Seth,SETH,1402.4666666666672,0
294998,home alone 2: lost in new york,1992,Harry,4,Harry Lyme,HARRY,1395.4333333333334,0
30273553,drive,2011,Rose,8,Bernie Rose,ROSE,1382.4666666666672,0
248222,the fast and the furious,2001,Dominic,16,Dominic Toretto,DOMINIC,1380.3000000000002,0
68485,jurassic park,1993,Ellie,10,Ellie Sattler,ELLIE,1379.9666666666667,1
230481,predator,1987,Anna,6,Anna,ANNA,1376.0333333333328,0
26999426,captain america: the first avenger,2011,Carter,2,Peggy Carter,CARTER,1361.2333333333336,0
17298593,mission: impossible – ghost protocol,2011,Carter,8,Jane Carter,CARTER,1361.2333333333336,0
23830211,requiem for a dream,2000,Harry,17,Harry,HARRY,1347.5666666666666,0
6254878,superbad,2007,Jules,7,Jules  during,JULES,1321.066666666667,1
179825,top gun,1986,Mitchell,2,Duke Mitchell,MITCHELL,1298.2666666666664,1
2029825,x-men: the last stand,2006,Xavier,2,Charles Xavier,XAVIER,1294.9333333333334,0
53964,star wars episode v: the empire strikes back,1980,Luke,21,Luke Skywalker,LUKE,1293.0666666666666,0
683486,little big man,1970,Caroline,5,Caroline,CAROLINE,1286.3000000000002,0
858575,harry potter and the half-blood prince,2009,Harry,31,Harry that Slughorn,HARRY,1279.9666666666672,0
348737,mrs. doubtfire,1993,Natalie,2,Natalie,NATALIE,1275.333333333333,0
6322029,goldfinger,1964,Jill,4,Jill Masterson,JILL,1272.75,0
10487,evil dead ii,1987,Jake,2,Jake,JAKE,1260.4,1
680361,dirty dancing,1987,Jake,3,Jake Houseman,JAKE,1260.4,1
6254878,superbad,2007,Evan,13,Evan,EVAN,1257.8999999999996,0
235418,lethal weapon,1987,Martin,7,Martin Riggs,MARTIN,1256.9,1
20179415,halloween,1978,Samuel,7,Samuel Loomis,SAMUEL,1247.0666666666666,0
28648635,x-men: first class,2011,Sebastian,11,Sebastian Shaw,SEBASTIAN,1245.5666666666657,0
695780,casino,1995,Sam,26,"Sam ""Ace"" Rothstein",SAM,1240.3333333333333,1
3700174,jumanji,1995,Sam,6,Sam,SAM,1240.3333333333333,1
3565461,mars attacks!,1996,James,6,"James ""Jimmy"" Dale",JAMES,1234.7999999999993,0
268833,goldeneye,1995,Alec,11,Alec Trevelyan,ALEC,1227.6666666666665,0
447299,from dusk till dawn,1996,Kate,13,Kate,KATE,1227.1333333333334,0
3733842,seconds,1966,Marcus,2,Nora Marcus,MARCUS,1199.7333333333336,0
6984559,the guns of navarone,1961,Andrea,7,Andrea Stavrou,ANDREA,1193.666666666667,0
68485,jurassic park,1993,Grant,2,Alan Grant,GRANT,1183.8,0
41528,forrest gump,1994,Benjamin,3,"Benjamin Buford ""Bubba"" Blue",BENJAMIN,1181.7333333333336,0
2654186,zodiac,2007,Arthur,7,Arthur Leigh Allen,ARTHUR,1137.9666666666672,0
670407,harry potter and the order of the phoenix,2007,Arthur,2,Arthur Weasley,ARTHUR,1137.9666666666672,0
197558,"monsters, inc.",2001,Henry,5,Henry J. Waternoose III,HENRY,1129.8666666666668,0
695780,casino,1995,Amy,4,Amy,AMY,1107.5333333333328,0
920296,somewhere in time,1980,Elise,5,Elise McKenna,ELISE,1106.8333333333335,1
924771,the naked gun 2½: the smell of fear,1991,Spencer,10,Jane Spencer,SPENCER,1091.9333333333334,0
226198,sleepless in seattle,1993,Jonah,9,Jonah,JONAH,1080.6,1
407288,2 fast 2 furious,2003,Roman,3,Roman Pearce,ROMAN,1079.7,1
1428048,the last of the mohicans,1992,Nathaniel,2,Nathaniel Hawkeye,NATHANIEL,1079.0,0
695227,lethal weapon 2,1989,Martin,9,Martin Riggs,MARTIN,1078.1999999999998,1
12319656,paint your wagon,1969,Jacob,2,Jacob Woodling,JACOB,1077.5333333333333,1
3557540,the hunt for red october,1990,Jack,8,Jack Ryan,JACK,1074.2333333333336,1
99123,speed,1994,Sam,4,Sam,SAM,1056.3333333333333,0
648921,face/off,1997,Eve,4,Eve,EVE,1044.7333333333331,1
695780,casino,1995,McKenna,7,Ginger McKenna,MCKENNA,1034.3333333333333,1
673472,the lost boys,1987,Max,12,Max,MAX,1032.5,1
431562,almost famous,2000,Ben,2,Ben Fong-Torres,BEN,1032.3333333333335,0
370064,love actually,2003,Colin,3,Colin meets Stacey,COLIN,1020.8000000000002,0
5878044,picnic at hanging rock,1975,Miranda,2,Miranda,MIRANDA,1002.6333333333332,1
213275,back to the future part iii,1990,Clara,10,Clara Clayton,CLARA,1001.3666666666668,1
899442,charade,1963,Adam,9,Adam Canfield,ADAM,987.6666666666667,0
4440277,highlander,1986,Connor,13,Connor MacLeod,CONNOR,980.6,1
648921,face/off,1997,Adam,4,Adam,ADAM,975.3999999999996,0
321496,pirates of the caribbean: the curse of the black pearl,2003,Jack,33,Jack Sparrow,JACK,968.4666666666672,0
5016250,watchmen,2009,Blake,3,Edward Blake,BLAKE,964.0,0
618929,ghostbusters ii,1989,Oscar,7,Oscar,OSCAR,953.7666666666664,1
129619,ghost,1990,Molly,9,Molly Jensen,MOLLY,947.6666666666665,0
1428048,the last of the mohicans,1992,Alice,7,Alice,ALICE,935.3000000000002,0
1145761,where eagles dare,1968,Heidi,3,Heidi,HEIDI,929.833333333333,0
157172,time bandits,1981,Kevin,23,Kevin,KEVIN,923.0333333333328,1
9979,eyes wide shut,1999,Arthur,3,Arthur Schnitzler's,ARTHUR,916.8000000000002,0
241171,weird science,1985,Ian,9,Ian,IAN,915.0666666666671,0
2216381,the intern,2000,Jocelyn,4,Jocelyn Bennett,JOCELYN,910.0666666666666,0
129524,field of dreams,1989,Jackson,4,Joe Jackson,JACKSON,901.7,1
43566,heat,1995,Hanna,5,Vincent Hanna,HANNA,898.6666666666665,1
12555863,heat,1995,Holly,13,Holly,HOLLY,891.2666666666669,0
357473,die hard: with a vengeance,1995,Holly,2,Holly,HOLLY,891.2666666666669,0
99545,this is spinal tap,1984,Ian,3,Ian Faith,IAN,889.166666666667,0
5028092,murder on the orient express,1974,Sonia,4,Sonia Armstrong's,SONIA,883.166666666667,0
1556135,torn curtain,1966,Sarah,6,Sarah Sherman,SARAH,873.3666666666668,0
483274,point break,1991,Nathaniel,3,Nathaniel,NATHANIEL,860.0666666666666,0
76394,tootsie,1982,Julie,18,Michael  approaches Julie,JULIE,848.7000000000007,0
226198,sleepless in seattle,1993,Sam,14,Sam Baldwin,SAM,841.3333333333333,1
667372,harry potter and the goblet of fire,2005,Harry,29,Harry Potter,HARRY,840.5666666666666,0
68130,badlands,1973,Holly,2,Holly,HOLLY,836.2333333333327,0
3746,blade runner,1982,Rachael,10,Rachael,RACHAEL,832.2,0
685977,sixteen candles,1984,Jake,7,Jake Ryan,JAKE,831.5666666666667,1
97758,doctor zhivago,1965,Lara,19,Lara,LARA,825.1333333333333,1
11077335,doctor zhivago,1965,Lara,11,Lara,LARA,825.1333333333333,1
234537,equilibrium,2002,Preston,13,John Preston,PRESTON,824.4666666666667,0
23438736,easy a,2010,Olive,2,Olive,OLIVE,821.0,0
9834441,harry potter and the deathly hallows: part i,2010,Harry,9,Harry and Ron,HARRY,817.4666666666672,0
4846576,american psycho,2000,Luis,3,Luis Carruthers,LUIS,813.2666666666673,0
152058,beneath the planet of the apes,1970,Brent,5,Brent,BRENT,809.8333333333335,0
598868,mad max beyond thunderdome,1985,Max,2,Bartertown Max,MAX,803.2333333333332,1
598868,mad max beyond thunderdome,1985,Max,18,Max Rockatansky,MAX,803.2333333333332,1
241171,weird science,1985,Max,9,Max,MAX,803.2333333333332,1
301574,the little mermaid,1989,Sebastian,2,Sebastian,SEBASTIAN,797.8,1
4836239,the sound of music,1965,Maria,19,Maria,MARIA,791.7333333333336,0
443718,days of heaven,1978,Abby,8,Abby,ABBY,789.6333333333332,1
618929,ghostbusters ii,1989,Louis,2,Louis and Janine,LOUIS,776.8666666666663,1
106117,thelma & louise,1991,Louise,12,Louise Sawyer,LOUISE,774.8333333333333,0
97646,die hard,1988,Theo,2,Theo,THEO,768.8,1
618929,ghostbusters ii,1989,Jack,2,Jack,JACK,765.3666666666666,1
32411644,point blank,1967,Samuel,22,Samuel Pierret,SAMUEL,759.0333333333328,0
3616797,gladiator,2000,Maximus,2,Maximus Decimus Meridius,MAXIMUS,759.0,1
5667453,the flight of the phoenix,1965,Carlos,4,Carlos,CARLOS,756.0333333333333,1
5878044,picnic at hanging rock,1975,Marion,3,Marion,MARION,753.0666666666667,1
612052,spider-man 2,2004,Parker,22,Peter Parker,PARKER,752.9000000000001,0
1659954,a clockwork orange,1971,Alexander,36,F. Alexander,ALEXANDER,742.2333333333336,0
695227,lethal weapon 2,1989,Leo,9,Leo Getz,LEO,739.0666666666667,1
1485962,the mask,1994,Dorian,14,Dorian Tyrell,DORIAN,724.5333333333333,1
54173,pulp fiction,1994,Jules,16,Jules Winnfield,JULES,724.4,1
1485962,the mask,1994,Mitchell,2,Mitchell Tilton,MITCHELL,710.9333333333329,0
447299,from dusk till dawn,1996,Carlos,5,Carlos,CARLOS,699.6999999999998,0
225615,terminator 3: rise of the machines,2003,Kate,12,Kate Brewster,KATE,697.4333333333334,0
684771,enemy of the state,1998,Sam,3,Sam Albert,SAM,690.6333333333332,0
231829,magnolia,1999,Rose,2,Rose,ROSE,678.4000000000001,1
8695,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,Lionel,2,Lionel Mandrake,LIONEL,676.0833333333335,0
695780,casino,1995,Diamond,2,Lester Diamond,DIAMOND,665.8,0
228355,the naked gun: from the files of police squad!,1988,Jackson,5,Reggie Jackson,JACKSON,665.2,1
3217,army of darkness,1992,Arthur,5,Arthur,ARTHUR,664.6333333333337,0
3842730,the untouchables,1987,Oscar,5,Oscar Wallace,OSCAR,657.4666666666665,0
284676,once upon a time in the west,1968,Brett,4,Brett McBain,BRETT,652.6666666666665,0
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Lucy,23,Lucy,LUCY,648.833333333333,0
76630,the wild bunch,1969,Angel,11,Angel,ANGEL,643.3666666666668,1
52371,titanic,1997,Rose,33,Rose Dawson Calvert,ROSE,640.0,1
468293,philadelphia,1993,Miguel,2,Miguel Álvarez,MIGUEL,639.3666666666668,0
431562,almost famous,2000,William,39,William Miller,WILLIAM,635.3333333333321,0
442308,once upon a time in america,1984,Max,21,Max Bercovicz,MAX,632.0,1
74930,manhattan,1979,Isaac,14,Isaac Davis,ISAAC,631.9666666666667,0
685977,sixteen candles,1984,Bryce,2,Bryce,BRYCE,627.7666666666668,1
1059701,superman iii,1983,Ross,12,Ross Webster,ROSS,626.3333333333335,0
155997,boyz n the hood,1991,Brenda,4,Brenda,BRENDA,624.7666666666664,1
51888,indiana jones and the last crusade,1989,Donovan,3,Walter Donovan,DONOVAN,621.7333333333332,1
441926,a fistful of dollars,1964,Antonio,3,Antonio,ANTONIO,616.9166666666665,1
1689394,pirates of the caribbean: at world's end,2007,Beckett,10,Cutler Beckett,BECKETT,615.3666666666666,0
213270,back to the future part ii,1989,Parker,9,Jennifer Parker,PARKER,614.2666666666667,1
133648,scent of a woman,1992,Charlie,35,Charlie Simms,CHARLIE,612.7666666666668,0
23295795,the hangover: part ii,2011,Teddy,8,Teddy,TEDDY,612.5333333333333,0
18057739,(500) days of summer,2009,Finn,8,Summer Finn,FINN,603.0999999999999,0
8481,dressed to kill,1980,Kate,10,Kate Miller,KATE,593.9666666666667,0
261237,the gods must be crazy,1980,Kate,4,Kate Thompson,KATE,593.9666666666667,0
448735,elf,2003,Miles,2,Miles Finch,MILES,588.5333333333335,0
15053838,passengers,2008,Claire,8,Claire Summers,CLAIRE,580.6999999999998,0
146947,spider-man,2002,Parker,22,Peter Parker,PARKER,574.6999999999998,0
200694,clerks.,1994,Dante,27,Dante Hicks,DANTE,573.6333333333332,1
